,RS20_XLK,Flow_XLK,Momentum_XLK,Trend_XLK,RS20_XLF,Flow_XLF,Momentum_XLF,Trend_XLF,RS20_XLV,Flow_XLV,Momentum_XLV,Trend_XLV,RS20_XLE,Flow_XLE,Momentum_XLE,Trend_XLE,RS20_XLY,Flow_XLY,Momentum_XLY,Trend_XLY,RS20_XLP,Flow_XLP,Momentum_XLP,Trend_XLP,RS20_XLI,Flow_XLI,Momentum_XLI,Trend_XLI,RS20_XLB,Flow_XLB,Momentum_XLB,Trend_XLB,RS20_XLRE,Flow_XLRE,Momentum_XLRE,Trend_XLRE,RS20_XLU,Flow_XLU,Momentum_XLU,Trend_XLU,RS20_XLC,Flow_XLC,Momentum_XLC,Trend_XLC
Momentum_XLV,-0.10934253325535745,-0.05333142500499691,0.45351122214331924,0.2929110892706557,0.07251473933627031,0.00710450379473145,0.4453904161944906,0.3345781112917608,0.2457985483398427,0.038672020109501166,1.0,0.6259000785236718,-0.01613057199354288,0.09580498687418246,0.011987422836829957,0.09791331526213459,-0.0740385696201591,-0.027061091568811133,0.33955398161386036,0.3187561225876559,-0.0043213144812544345,0.08667132905103848,0.5415363353286079,0.34874690465444796,0.08803442560224202,0.0011165731154870447,0.45956770283604637,0.3899274961741,0.09736494914631767,-0.037385698429676824,0.43896081584012653,0.3632112873604935,0.08418203354559238,0.07094590468165238,0.44495667915294673,0.29647064031111414,-0.02441784624668125,0.04923067360515586,0.2873033125722585,0.23273921353870097,-0.010748779593026302,0.05817212707766128,0.3235622405825334,0.08475452785585957
Trend_XLV,-0.06772435110292499,0.13074280345790526,0.29529432088512225,0.4616206910041153,0.035837121528434476,0.19161197355277512,0.3219298301285048,0.4557779661854364,0.25835498400306683,0.31447605922974325,0.6259000785236718,1.0,-0.03279482462999596,0.17073145605087045,0.05402049387287897,0.18873716685117192,-0.011428613499761943,0.12881214967588378,0.2813489179126947,0.46353227927055385,-0.054915985412240784,0.2921832132328699,0.33746540850019063,0.5043263888401301,0.10792581530839948,0.20565667674547966,0.3167288177953936,0.5569910453821134,0.1656499943441248,0.20851216459113397,0.3347103015130828,0.5512815012908339,0.11914872467732943,0.19759491679895422,0.3507867878062966,0.4681084343505496,-0.0682796394680518,0.19599764754014645,0.16944285785950483,0.35384248390396494,-0.10429167778529545,0.19029725560656466,0.2214267944815227,0.23296151826947006
RS20_XLE,-0.4522177061859761,-0.1063535438149839,-0.26861122542079147,-0.2332187735501188,0.42907850536752673,0.020860098126522748,0.05496665046157185,-0.02144586729222694,0.005246651987874238,-0.052740024735311614,-0.01613057199354288,-0.03279482462999596,1.0,0.3603938250817878,0.47993291807233485,0.5757803754861133,-0.2574293518664927,-0.0697047706788836,-0.16360617195683766,-0.2049125976627365,-0.039626650371065227,-0.09949180931172884,-0.05619428293349418,-0.11610803113318037,0.3979642682526396,0.006024993571384149,0.035807497272665065,-0.07309840194082826,0.3967076352877687,0.022190309879997438,0.1169014657012509,-0.009590688049707622,-0.04407027293752295,-0.055018620203838846,-0.1041288347336952,-0.11812749713397099,-0.009956459045725514,-0.012847135081225019,-0.046282111832456334,-0.051140905939455555,-0.010357800140959475,-0.05165520185142724,-0.17208326805908725,-0.10146476340234292
Flow_XLE,-0.09316518352650555,0.1240738723834795,0.04637061094628187,0.10964108157291082,0.19839135873786914,0.2998537247626167,0.16338953021404426,0.20133807560635558,-0.0843936309384296,0.18401406956228467,0.09580498687418246,0.17073145605087045,0.3603938250817878,1.0,0.14976095715704357,0.32181635287432825,-0.08464787047060864,0.1720219384336618,0.07328205689805795,0.14551279421964966,-0.16894058944115997,0.14768540182051834,0.03709845216934958,0.07940861945119473,0.2091821111744834,0.3048331887661055,0.15185229466477881,0.2097885303089502,0.20864980057695168,0.26979034797002116,0.1650572762329899,0.22570036551996797,-0.09269554831212228,0.1343574675294421,0.05722525113847338,0.12501322168292714,-0.19245626892336437,0.0919605014883524,-0.04976098967250622,0.014505869510402527,-0.010501299908984367,0.11230310401401047,0.057294294537256214,0.05038400715371547
Momentum_XLE,-0.09017058345528796,0.10418777298795488,-0.02747538718394612,0.009199886988555617,0.12933208969282864,-0.05733291422253181,0.30632921087119275,0.13550661615268655,-0.13029847012051016,0.1375311274989421,0.011987422836829957,0.05402049387287897,0.47993291807233485,0.14976095715704357,1.0,0.6906986404742725,-0.11956532826910081,0.11607164114599795,0.06602073034894058,0.01676268547130127,-0.1183293366793027,0.02577192277097566,0.005962242194755204,0.010759405664928378,0.15103355962493306,0.031764501337685214,0.3621074958597525,0.1782002535443968,0.1672628168812666,0.017845667846487005,0.46338069867597315,0.23091403658302187,-0.10376582699926225,0.006977652182232872,0.010433901024314919,0.006169159249679244,-0.08942401549607826,0.06807734660185323,-0.05217889065047488,0.027322799374678134,-0.11660816366509859,0.14579075519697163,0.06572129908988336,0.023699585161303112
Trend_XLE,-0.15663040198761624,0.0823434079520122,-0.023582506410370047,0.10249975517148077,0.18012509788098868,0.07276499858774088,0.2612212477991062,0.27952531654207086,-0.06573369267312074,0.11305405267942889,0.09791331526213459,0.18873716685117192,0.5757803754861133,0.32181635287432825,0.6906986404742725,1.0,-0.11244075841837607,0.10387617505533088,0.037689361766560424,0.12936331477922136,-0.16746950477864084,0.06371469172682317,-0.038747579155261294,0.051306819006734346,0.16507985944808676,0.11075821700845176,0.2637264425557468,0.27836086879146626,0.18765882803181827,0.11333582805612469,0.2845909013523969,0.3011540490435826,-0.1128034632554271,0.031374923319182624,0.06304322533917579,0.10275096097348003,-0.17586260126522488,0.05758114353571966,-0.03426621164067401,0.0832453260831059,-0.06883934463487255,0.11032873523885961,0.04190867043848085,0.12367294629917537
RS20_XLY,0.14896577075239986,0.0746503818119553,0.16235143580498904,0.27240511257489325,-0.11297174492585291,0.04950159220210388,0.08010962591597534,0.09320509418814941,-0.40184565763831986,-0.04299628900539924,-0.0740385696201591,-0.011428613499761943,-0.2574293518664927,-0.08464787047060864,-0.11956532826910081,-0.11244075841837607,1.0,0.20250769388333884,0.4035337495318016,0.4401779959631872,-0.31806427346367616,0.06487277342891147,0.019455840558677318,0.007732733158389006,-0.16233469867061437,0.07531835256478003,0.06925973770578046,0.10412837205001149,-0.14875881456402676,0.04540854445461708,0.023469651647803284,0.11188442887866955,-0.040809591449404214,0.07929276189228171,0.10728961307660871,0.11236837070216231,-0.2592718872810695,0.02049749306139445,-0.010816786544430197,-0.06347362893410596,0.11889771566381616,0.031137719529182505,0.21522868971485004,0.12211797731546807
Flow_XLY,0.2330477927194832,0.6382581018639036,-0.0024332050405825485,0.18505220534716024,-0.07574833380850922,0.4917227316071777,-0.009727978317797105,0.14623486261749935,-0.2268755313217082,0.45389795937981126,-0.027061091568811133,0.12881214967588378,-0.0697047706788836,0.1720219384336618,0.11607164114599795,0.10387617505533088,0.20250769388333884,1.0,-0.07725822408942588,0.19740834793233936,-0.25700179587701194,0.3313191506214255,-0.004393431762262554,0.10237521488904285,-0.02382178341730032,0.5518768057386938,0.03112393902069554,0.1863583529802263,-0.019161914270652825,0.43196482145071796,0.12198157054372799,0.23260345884315844,-0.06836025353566759,0.4383700127339677,0.03168343437567034,0.17214254284526748,-0.20855056704605057,0.21817433585333393,0.0211715452937427,0.06933517849270106,0.05611389727611237,0.5833165679376028,0.016065396368704514,0.10338128660281802
Momentum_XLY,0.1330065829803871,-0.02918794445285813,0.755917959092095,0.5758322401401612,-0.0009851256455188635,0.017731632409365053,0.5764740771870787,0.4018118924757623,-0.22138271199031168,0.07828864275075734,0.33955398161386036,0.2813489179126947,-0.16360617195683766,0.07328205689805795,0.06602073034894058,0.037689361766560424,0.4035337495318016,-0.07725822408942588,1.0,0.6669551038328856,-0.24553734052377,0.10715544033854887,0.3736462415947745,0.25789573186106024,-0.011937424819974821,0.05237921973762707,0.6332151683034253,0.48808192335755035,-0.11381205012613055,-0.06553360217627868,0.49152466568908154,0.4100425444708157,-0.1720553690900879,-0.007271050772466672,0.3871043159498566,0.2858165378040069,-0.28230923101164274,-0.029543810563792364,0.12317362128273276,0.05124472986706014,0.06097434412240758,-0.032226215494376986,0.7468344679028305,0.21649769524525814
Trend_XLY,0.29331968781258305,0.20483586169424364,0.593663061355965,0.8153706067382835,-0.04379816572624799,0.12765408127657615,0.45259870390679435,0.606051865892714,-0.36895438964867494,0.13604773377463455,0.3187561225876559,0.46353227927055385,-0.2049125976627365,0.14551279421964966,0.01676268547130127,0.12936331477922136,0.4401779959631872,0.19740834793233936,0.6669551038328856,1.0,-0.4577103555647966,0.21323559766981168,0.20776457401845022,0.3362443015803179,-0.07839209504888091,0.1967594553325347,0.46046340041851064,0.6770002165105801,-0.14027152264022652,0.11463606950043122,0.36721976676990614,0.5997644155498759,-0.15850034294608928,0.12989736307331248,0.38732060716044914,0.4813995597300904,-0.3781076691930042,0.07795201232676198,0.20471244400314573,0.23603362182881357,0.055075738060597686,0.12066777763730575,0.6165755274277509,0.49108004992483933
RS20_XLP,-0.46555028398183484,-0.3240514798131082,-0.28846196648147165,-0.4909291946522609,-0.052860213095266964,-0.1993094071873862,-0.23892049502769655,-0.33493207828983584,0.544765932033437,-0.14156537742897637,-0.0043213144812544345,-0.054915985412240784,-0.039626650371065227,-0.16894058944115997,-0.1183293366793027,-0.16746950477864084,-0.31806427346367616,-0.25700179587701194,-0.24553734052377,-0.4577103555647966,1.0,0.0610392162310783,0.22662466747608048,0.22940653695005203,0.08034852917720496,-0.22646264901810406,-0.21404914197531788,-0.34051526146431293,0.2201475978284851,-0.11062571566504369,-0.10936320942993524,-0.2752532773645477,0.45825914064277695,-0.09585069735442632,-0.0022418185809651584,-0.07145601139729868,0.6016754813844828,-0.03543382047888864,0.02457743260834906,0.11107644232423504,-0.13700574221228767,-0.22739123726503405,-0.34952265175335095,-0.29669126898952464
Flow_XLP,0.032271779564685577,0.2921961697153376,0.1001648126120308,0.20174380304851333,-0.009855186172559989,0.36701776091098814,0.06028209262222136,0.206357689801146,-0.014528833943737954,0.4677556573189824,0.08667132905103848,0.2921832132328699,-0.09949180931172884,0.14768540182051834,0.02577192277097566,0.06371469172682317,0.06487277342891147,0.3313191506214255,0.10715544033854887,0.21323559766981168,0.0610392162310783,1.0,0.03896260491528583,0.31781713467059036,0.06977219226736957,0.4233162182456778,0.07025053094993185,0.25156923956788185,0.09217591314377846,0.39214100518481015,0.08389155842473595,0.2664800099590451,0.07446946203406621,0.5093088279545126,0.053723597440630384,0.26913213419939663,-0.05996390826875909,0.399274878518522,-0.05935482893485484,0.16388479075321452,-0.10142703021478171,0.2939349255414976,0.06912161495900783,0.0639384137481579
Momentum_XLP,-0.10560185051111079,-0.05828884836402215,0.3421248260993046,0.1707952032525725,0.02554984650967536,0.015797929139320977,0.32281157864681576,0.23708117678120394,-0.0031708565190462874,-0.0024583236039448625,0.5415363353286079,0.33746540850019063,-0.05619428293349418,0.03709845216934958,0.005962242194755204,-0.038747579155261294,0.019455840558677318,-0.004393431762262554,0.3736462415947745,0.20776457401845022,0.22662466747608048,0.03896260491528583,1.0,0.6419687305757336,0.1257186312155131,0.007899993298125206,0.4910652448856101,0.3353246072309018,0.11759730833851244,-0.03606416282830064,0.5225114171003203,0.35347639165037914,0.1549876488116564,-0.0058408637858842535,0.5737076153934562,0.37172073568492786,0.1240887166852641,-0.0056740677853047185,0.5307085772167561,0.3750013618338784,-0.04579059964508372,0.06971516007219647,0.24262884415776131,0.16082207042801377
Trend_XLP,-0.04828246566336016,0.07788175090596777,0.26266987721550145,0.34111285902906047,0.009104515554551908,0.0994843514456381,0.2715014829845382,0.38846459589584953,-0.034092981109655855,0.1840505725584312,0.34874690465444796,0.5043263888401301,-0.11610803113318037,0.07940861945119473,0.010759405664928378,0.051306819006734346,0.007732733158389006,0.10237521488904285,0.25789573186106024,0.3362443015803179,0.22940653695005203,0.31781713467059036,0.6419687305757336,1.0,0.12153634651858632,0.14635096596154396,0.3297268539453299,0.46799947681229254,0.0956840816226463,0.12840888051360422,0.33985677951284676,0.4659833335311515,0.20796598460134225,0.1390092562935476,0.4500180671562774,0.5684594203589272,0.09989541039319667,0.16235422424484722,0.3511281211804824,0.5435094220541938,-0.17028768825585414,0.16079856864377953,0.18669593767027243,0.30931603524706275
RS20_XLI,-0.4786339488217605,-0.05019567557558449,-0.14439661800147205,-0.11662996430238624,0.5823704265401123,0.12487364296629945,0.19117757190540904,0.19117558699109072,-0.014428031541283746,0.0014580941026598817,0.08803442560224202,0.10792581530839948,0.3979642682526396,0.2091821111744834,0.15103355962493306,0.16507985944808676,-0.16233469867061437,-0.02382178341730032,-0.011937424819974821,-0.07839209504888091,0.08034852917720496,0.06977219226736957,0.1257186312155131,0.12153634651858632,1.0,0.25260202905963375,0.2775033605683717,0.2970958325749433,0.5996182649479417,0.12470729586031105,0.2576159599003453,0.22215358635240107,0.12368033618719378,0.0304620806669802,0.03503004588548122,0.056806091246982465,0.092759637696002,0.09168192978475914,-0.025953713838279265,0.08595053970576542,-0.22230216656237686,-0.043541902682923635,-0.06916705529148807,-0.051086016382557824
Flow_XLI,0.10243916577740222,0.5014158963257865,0.03744582050514183,0.17758938366347832,0.13955343737429887,0.6635036197565046,0.09782505236168947,0.29111627548444724,-0.15392756326657886,0.5213735305207635,0.0011165731154870447,0.20565667674547966,0.006024993571384149,0.3048331887661055,0.031764501337685214,0.11075821700845176,0.07531835256478003,0.5518768057386938,0.05237921973762707,0.1967594553325347,-0.22646264901810406,0.4233162182456778,0.007899993298125206,0.14635096596154396,0.25260202905963375,1.0,0.07194834822594101,0.2984200596615445,0.15957992572305343,0.6069899140826756,0.08951321211357514,0.2941947867421318,-0.11013447187364157,0.4677221477337382,0.0011176490544154603,0.19268738903676322,-0.28980121320653,0.3036861841292985,-0.12061453562623972,-0.0013812403494024054,-0.08312117472063738,0.3703299371633182,0.008503874949558862,0.07931257277995746
Momentum_XLI,-0.027600741278850167,0.003812378915234511,0.5775153623432386,0.43801789696902294,0.1877835485548796,-0.004001726795059297,0.8228599407640105,0.5217692026687634,-0.21450202291830245,0.07032000368491026,0.45956770283604637,0.3167288177953936,0.035807497272665065,0.15185229466477881,0.3621074958597525,0.2637264425557468,0.06925973770578046,0.03112393902069554,0.6332151683034253,0.46046340041851064,-0.21404914197531788,0.07025053094993185,0.4910652448856101,0.3297268539453299,0.2775033605683717,0.07194834822594101,1.0,0.6588278159017051,0.12767743572266424,-0.02962470123797879,0.8541655032556816,0.5853829746707861,-0.13371474498867345,0.01643502955418701,0.438366159180089,0.3025593003118322,-0.17707891768517853,-0.003796477979065773,0.25460467708436596,0.1978673205568797,0.05379394423482028,0.08110327659555681,0.6463172685478195,0.262732128637088
Trend_XLI,0.13138242260480856,0.1790070371290146,0.49329691721942326,0.6804058573738064,0.15640890030901272,0.19583736307930438,0.5601293605294896,0.7639400452469283,-0.2683443409317464,0.20785961567570121,0.3899274961741,0.5569910453821134,-0.07309840194082826,0.2097885303089502,0.1782002535443968,0.27836086879146626,0.10412837205001149,0.1863583529802263,0.48808192335755035,0.6770002165105801,-0.34051526146431293,0.25156923956788185,0.3353246072309018,0.46799947681229254,0.2970958325749433,0.2984200596615445,0.6588278159017051,1.0,0.11619863278703785,0.20094872871972577,0.5590749329648492,0.7977832536244285,-0.09230143486006714,0.14766364756027417,0.4179496660519431,0.5170010033742519,-0.2586055639956357,0.12724859554833584,0.22299171889563754,0.3356227316334203,-0.04432390056309559,0.20591292775801454,0.5161314667621654,0.4485668839486532
RS20_XLB,-0.5072307108347314,-0.08075910008117265,-0.24032867020615184,-0.17620367902890793,0.40282653772177,0.09558453520951268,0.07218498018647587,0.0458454303192212,0.19670038749080562,0.01750966037859512,0.09736494914631767,0.1656499943441248,0.3967076352877687,0.20864980057695168,0.1672628168812666,0.18765882803181827,-0.14875881456402676,-0.019161914270652825,-0.11381205012613055,-0.14027152264022652,0.2201475978284851,0.09217591314377846,0.11759730833851244,0.0956840816226463,0.5996182649479417,0.15957992572305343,0.12767743572266424,0.11619863278703785,1.0,0.30754627546224284,0.3250056710428402,0.3186116079872064,0.22183742351933602,0.08710129376048602,0.02232511303777905,0.062173155530361075,0.1825391432420395,0.09295685124085663,-0.02819298862116797,0.09397171249119524,-0.15604998937512934,-0.05608509771326288,-0.17008412411593676,-0.09890698285660258
Flow_XLB,0.016669768973604854,0.36005008513632714,-0.06298160805237257,0.09245233229127088,0.08390851926822603,0.49911500693623495,-0.014246701147836403,0.19853924077391985,-0.02022445916531675,0.43710177361607233,-0.037385698429676824,0.20851216459113397,0.022190309879997438,0.26979034797002116,0.017845667846487005,0.11333582805612469,0.04540854445461708,0.43196482145071796,-0.06553360217627868,0.11463606950043122,-0.11062571566504369,0.39214100518481015,-0.03606416282830064,0.12840888051360422,0.12470729586031105,0.6069899140826756,-0.02962470123797879,0.20094872871972577,0.30754627546224284,1.0,0.04318511164125247,0.28804489193930344,-0.0007300960924924185,0.3895694252767053,-0.011704968821308316,0.17864536876120468,-0.16334057600372687,0.24059184929550112,-0.09698821723639253,0.03683227301901064,-0.08299373657907211,0.2756271731796614,-0.08764235741098969,0.03142402287314384
Momentum_XLB,-0.01781628716085295,0.048588597965114805,0.448810174897327,0.3696213313268828,0.1423752190472374,0.020979321618934416,0.6706410129731294,0.4084320292012724,-0.1760992357302963,0.09085023066509429,0.43896081584012653,0.3347103015130828,0.1169014657012509,0.1650572762329899,0.46338069867597315,0.2845909013523969,0.023469651647803284,0.12198157054372799,0.49152466568908154,0.36721976676990614,-0.10936320942993524,0.08389155842473595,0.5225114171003203,0.33985677951284676,0.2576159599003453,0.08951321211357514,0.8541655032556816,0.5590749329648492,0.3250056710428402,0.04318511164125247,1.0,0.6536818588908061,-0.02223387802587782,0.05815545451618929,0.4630910560398573,0.3480950770885304,-0.11843982198077219,0.03422915962726572,0.2667150813330635,0.20629122472092892,0.049538603758920684,0.12028563276795576,0.4609217535992412,0.17795335869366152
Trend_XLB,0.10244560997580418,0.19575488463349536,0.4122738649607584,0.5998783976737192,0.13902064407507478,0.23049259720248233,0.48139194267719554,0.6417764382683654,-0.23178745229293626,0.19612025127308524,0.3632112873604935,0.5512815012908339,-0.009590688049707622,0.22570036551996797,0.23091403658302187,0.3011540490435826,0.11188442887866955,0.23260345884315844,0.4100425444708157,0.5997644155498759,-0.2752532773645477,0.2664800099590451,0.35347639165037914,0.4659833335311515,0.22215358635240107,0.2941947867421318,0.5853829746707861,0.7977832536244285,0.3186116079872064,0.28804489193930344,0.6536818588908061,1.0,-0.04356100073422156,0.1741852120500626,0.42313736227478066,0.5174488472476748,-0.22017508927799775,0.13163801331101674,0.24218011454979166,0.31883470331451136,-0.03437355316763591,0.22331793364967556,0.38464399313496866,0.3609334415162809
